utt_id,spk_id,demog,gender,speaking_style,duration,num_samples,filepath,transcription
N000174-fn000425-176.1995-176.5233,N000174,DT,f,read,['0.3238125'],['5180'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-176.1995-176.5233.wav'],het ge
N000174-fn000425-176.5233-178.8270,N000174,DT,f,read,['2.303688'],['36860'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-176.5233-178.8270.wav'],een gezin bestaat uit ouders en kinderen
N000174-fn000425-178.8270-181.7095,N000174,DT,f,read,['2.8825'],['46120'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-178.8270-181.7095.wav'],ze wonen bijna altijd apart van de rest van de familie
N000174-fn000425-182.3014-182.6117,N000174,DT,f,read,['0.3103125'],['4965'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-182.3014-182.6117.wav'],de o
N000174-fn000425-182.6117-184.0549,N000174,DT,f,read,['1.443187'],['23091'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-182.6117-184.0549.wav'],de familie is veel groter
N000174-fn000425-184.0549-185.9422,N000174,DT,f,read,['1.887313'],['30197'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-184.0549-185.9422.wav'],opa's oma's tantes
N000174-fn000425-185.9422-187.5195,N000174,DT,f,read,['1.577312'],['25237'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-185.9422-187.5195.wav'],ooms neven en nichten
N000174-fn000425-188.0527-189.9140,N000174,DT,f,read,['1.861313'],['29781'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-188.0527-189.9140.wav'],in nederland zijn vooral de relaties
N000174-fn000425-189.9140-191.4816,N000174,DT,f,read,['1.567625'],['25081'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-189.9140-191.4816.wav'],binnen het gezin belangrijk
N000174-fn000425-193.8198-195.7329,N000174,DT,f,read,['1.913062'],['30610'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-193.8198-195.7329.wav'],nederlanders praten veel over het weer
N000174-fn000425-195.7329-197.7188,N000174,DT,f,read,['1.985937'],['31774'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-195.7329-197.7188.wav'],omdat het weer vaak verandert en
N000174-fn000425-198.1007-200.1629,N000174,DT,f,read,['2.062187'],['32995'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-198.1007-200.1629.wav'],niet zeker is wat voor weer het
N000174-fn000425-20.3130-21.9141,N000174,DT,f,read,['1.601125'],['25617'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-20.3130-21.9141.wav'],op je de jaarlijkse trouwdag
N000174-fn000425-200.1629-202.5908,N000174,DT,f,read,['2.427938'],['38846'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-200.1629-202.5908.wav'],het is in de lente zomer herfst of winter
N000174-fn000425-203.3128-205.2557,N000174,DT,f,read,['1.942875'],['31087'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-203.3128-205.2557.wav'],er zijn veel uitdrukkingen die he
N000174-fn000425-205.2557-207.8359,N000174,DT,f,read,['2.580188'],['41283'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-205.2557-207.8359.wav'],met het vaak onzekere weer te maken hebben
N000174-fn000425-208.3306-210.7413,N000174,DT,f,read,['2.410687'],['38571'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-208.3306-210.7413.wav'],bijvoorbeeld het kan vriezen en het kan dooien
N000174-fn000425-21.9141-23.9195,N000174,DT,f,read,['2.005375'],['32087'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-21.9141-23.9195.wav'],krijgt de vrouw vaak een bos bloemen
N000174-fn000425-211.1359-213.0438,N000174,DT,f,read,['1.907938'],['30526'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-211.1359-213.0438.wav'],dat betekent dat je nog niet helemaal weet
N000174-fn000425-213.6443-215.7571,N000174,DT,f,read,['2.112813'],['33805'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-213.6443-215.7571.wav'],dat je nog niet weet hoe 't iets zal gaan
N000174-fn000425-219.3591-221.8124,N000174,DT,f,read,['2.45325'],['39253'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-219.3591-221.8124.wav'],gedichten ga gaan vaak over liefde
N000174-fn000425-221.8124-223.8310,N000174,DT,f,read,['2.018625'],['32298'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-221.8124-223.8310.wav'],di over li de over de liefde
N000174-fn000425-224.1825-226.3874,N000174,DT,f,read,['2.204875'],['35278'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-224.1825-226.3874.wav'],dichter vertellen graag hun geliefde
N000174-fn000425-228.2265-230.6740,N000174,DT,f,read,['2.4475'],['39160'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-228.2265-230.6740.wav'],een dichter kan weinig woorden zijn gevoel
N000174-fn000425-23.9195-26.6219,N000174,DT,f,read,['2.702375'],['43238'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-23.9195-26.6219.wav'],of gaat ze met haar man in een restaurant uit eten
N000174-fn000425-230.6740-232.8552,N000174,DT,f,read,['2.181187'],['34899'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-230.6740-232.8552.wav'],kan in weinig woorden zijn gevoel uitdrukken
N000174-fn000425-233.3957-234.9914,N000174,DT,f,read,['1.595688'],['25531'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-233.3957-234.9914.wav'],of een idee of iets grappigs
N000174-fn000425-235.3345-237.0259,N000174,DT,f,read,['1.691375'],['27062'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-235.3345-237.0259.wav'],liedjes lijken op gedichten
N000174-fn000425-237.0259-238.9695,N000174,DT,f,read,['1.943625'],['31098'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-237.0259-238.9695.wav'],de vorm is hetzelfde en ze
N000174-fn000425-238.9695-241.1630,N000174,DT,f,read,['2.1935'],['35096'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-238.9695-241.1630.wav'],gaan va ook vaak over de liefde
N000174-fn000425-241.7806-244.8963,N000174,DT,f,read,['3.115688'],['49851'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-241.7806-244.8963.wav'],in liedjes gaat het natuurlijk om meer dan alleen de woorden
N000174-fn000425-245.2756-247.8632,N000174,DT,f,read,['2.587563'],['41402'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-245.2756-247.8632.wav'],de muziek en de stem van de zanger zijn net zo
N000174-fn000425-247.8632-249.1543,N000174,DT,f,read,['1.291125'],['20657'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-247.8632-249.1543.wav'],belangrijk als de tekst
N000174-fn000425-252.2977-254.3343,N000174,DT,f,read,['2.036625'],['32585'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-252.2977-254.3343.wav'],onrijpe pruimen zijn hard en zuur
N000174-fn000425-254.3343-256.0978,N000174,DT,f,read,['1.7635'],['28216'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-254.3343-256.0978.wav'],de bus komt er zo aan
N000174-fn000425-256.0978-258.1164,N000174,DT,f,read,['2.018563'],['32298'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-256.0978-258.1164.wav'],moet je nog veel slingers ophangen
N000174-fn000425-258.5379-260.3771,N000174,DT,f,read,['1.83925'],['29427'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-258.5379-260.3771.wav'],ik vind appelsap niet lekker
N000174-fn000425-260.3771-262.7278,N000174,DT,f,read,['2.350688'],['37611'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-260.3771-262.7278.wav'],er zit al een flinke deuk in je nieuwe auto
N000174-fn000425-265.6193-268.4733,N000174,DT,f,read,['2.854'],['45664'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-265.6193-268.4733.wav'],op een druk station moet je op je bagage letten
N000174-fn000425-269.1358-271.5389,N000174,DT,f,read,['2.403063'],['38450'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-269.1358-271.5389.wav'],ik draag een oranje trui met lange mouwen
N000174-fn000425-272.1074-273.7579,N000174,DT,f,read,['1.6505'],['26408'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-272.1074-273.7579.wav'],het leven wordt steeds duurder
N000174-fn000425-274.6468-277.2318,N000174,DT,f,read,['2.585'],['41360'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-274.6468-277.2318.wav'],de man za van mij zus fietst elke dag
N000174-fn000425-277.7180-280.0720,N000174,DT,f,read,['2.354'],['37664'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-277.7180-280.0720.wav'],haar lieve kinderen krijgen leuke cadeautjes
N000174-fn000425-283.2376-285.3771,N000174,DT,f,read,['2.1395'],['34232'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-283.2376-285.3771.wav'],ik wou al om half drie hier zijn om
N000174-fn000425-285.3771-287.2769,N000174,DT,f,read,['1.89975'],['30397'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-285.3771-287.2769.wav'],alles in de etalage te zetten
N000174-fn000425-287.7277-289.0007,N000174,DT,f,read,['1.273'],['20368'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-287.7277-289.0007.wav'],de voetballer belooft zijn
N000174-fn000425-289.0007-291.9347,N000174,DT,f,read,['2.934'],['46944'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-289.0007-291.9347.wav'],contrac-tuele verplichtingen na te komen
N000174-fn000425-292.8355-295.5280,N000174,DT,f,read,['2.6925'],['43080'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-292.8355-295.5280.wav'],de juffrouw rust een middagje uit en doet een dutje
N000174-fn000425-296.1760-298.5401,N000174,DT,f,read,['2.364125'],['37825'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-296.1760-298.5401.wav'],de chauffeur tracht met wilde bewegingen de
N000174-fn000425-298.5401-299.8329,N000174,DT,f,read,['1.29275'],['20685'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-298.5401-299.8329.wav'],kuilen in de weg
N000174-fn000425-30.5771-33.5223,N000174,DT,f,read,['2.945188'],['47123'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-30.5771-33.5223.wav'],de prijs van een heleboel dingen in nederland staat vast
N000174-fn000425-300.2701-302.6412,N000174,DT,f,read,['2.371063'],['37938'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-300.2701-302.6412.wav'],de k de kuilen in de weg te omzeilen
N000174-fn000425-303.3989-304.4771,N000174,DT,f,read,['1.07825'],['17251'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-303.3989-304.4771.wav'],de huiseigenaar
N000174-fn000425-304.4771-306.9478,N000174,DT,f,read,['2.470687'],['39531'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-304.4771-306.9478.wav'],kwam aan de deur om de huur op te halen
N000174-fn000425-310.2626-312.6261,N000174,DT,f,read,['2.3635'],['37816'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-310.2626-312.6261.wav'],vitrage is heel ouderwetst en pa
N000174-fn000425-312.9306-315.3032,N000174,DT,f,read,['2.372562'],['37962'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-312.9306-315.3032.wav'],en past niet bij een modern interieur
N000174-fn000425-315.9280-317.5842,N000174,DT,f,read,['1.656188'],['26499'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-315.9280-317.5842.wav'],de nederlandse gulden is al lang
N000174-fn000425-317.5842-319.5423,N000174,DT,f,read,['1.958125'],['31329'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-317.5842-319.5423.wav'],even hard als de duitse mark
N000174-fn000425-320.6669-323.5164,N000174,DT,f,read,['2.8495'],['45592'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-320.6669-323.5164.wav'],een bekertje warme chocolademelk moet je wel lusten
N000174-fn000425-324.1071-326.5685,N000174,DT,f,read,['2.461375'],['39383'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-324.1071-326.5685.wav'],door jouw gezeur zijn we nu al meer dan een uur
N000174-fn000425-326.5685-328.1406,N000174,DT,f,read,['1.572125'],['25153'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-326.5685-328.1406.wav'],te laat voor die afspraak
N000174-fn000425-328.5924-331.4714,N000174,DT,f,read,['2.879'],['46064'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-328.5924-331.4714.wav'],met een g flinke garage erbij moet je genoeg o
N000174-fn000425-33.5223-35.2955,N000174,DT,f,read,['1.773188'],['28372'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-33.5223-35.2955.wav'],uh in nederland is vast
N000174-fn000425-331.8181-333.0782,N000174,DT,f,read,['1.260062'],['20162'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-331.8181-333.0782.wav'],opbergruimte hebben
N000174-fn000425-336.5913-338.4447,N000174,DT,f,read,['1.853375'],['29655'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-336.5913-338.4447.wav'],een foutje van de stuurman heeft
N000174-fn000425-338.4447-340.7349,N000174,DT,f,read,['2.290188'],['36643'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-338.4447-340.7349.wav'],het schip doen kap-seizen
N000174-fn000425-341.6116-343.9576,N000174,DT,f,read,['2.346'],['37536'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-341.6116-343.9576.wav'],gelokt door een stukje kaas liep het muisje
N000174-fn000425-343.9576-345.0979,N000174,DT,f,read,['1.14025'],['18245'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-343.9576-345.0979.wav'],keurig in de val
N000174-fn000425-346.0330-348.1294,N000174,DT,f,read,['2.096375'],['33542'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-346.0330-348.1294.wav'],het ziet er naar uit dat het deze week
N000174-fn000425-348.1294-349.9798,N000174,DT,f,read,['1.850438'],['29606'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-348.1294-349.9798.wav'],bij ons opnieuw gaat regenen
N000174-fn000425-35.2955-37.1496,N000174,DT,f,read,['1.854125'],['29665'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-35.2955-37.1496.wav'],dat betekent dat je niet kunt praten
N000174-fn000425-351.2980-353.2640,N000174,DT,f,read,['1.966'],['31456'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-351.2980-353.2640.wav'],na die grote lekkage was het
N000174-fn000425-353.2640-355.3336,N000174,DT,f,read,['2.069625'],['33113'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-353.2640-355.3336.wav'],dure behang aan de vervanging toe
N000174-fn000425-356.1735-358.4060,N000174,DT,f,read,['2.2325'],['35720'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-356.1735-358.4060.wav'],geduldig hou ik de deur voor je open
N000174-fn000425-361.6759-362.0060,N000174,DT,f,read,['0.330125'],['5282'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-361.6759-362.0060.wav'],het
N000174-fn000425-362.0060-364.9274,N000174,DT,f,read,['2.921375'],['46742'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-362.0060-364.9274.wav'],het ongeluk veroorzaakte een enorme rivage
N000174-fn000425-364.9274-366.1763,N000174,DT,f,read,['1.248937'],['19982'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-364.9274-366.1763.wav'],honderden auto's
N000174-fn000425-367.6245-368.3084,N000174,DT,f,read,['0.683875'],['10942'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-367.6245-368.3084.wav'],gedrukt
N000174-fn000425-369.0486-370.0624,N000174,DT,f,read,['1.01375'],['16221'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-369.0486-370.0624.wav'],de socialistische
N000174-fn000425-37.1496-39.4253,N000174,DT,f,read,['2.275687'],['36411'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-37.1496-39.4253.wav'],met de verkoper over een lagere prijs
N000174-fn000425-370.0624-372.9752,N000174,DT,f,read,['2.912812'],['46605'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-370.0624-372.9752.wav'],premier moest zijn zwaarste wapen uit de kast halen
N000174-fn000425-374.4395-376.0020,N000174,DT,f,read,['1.5625'],['25000'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-374.4395-376.0020.wav'],ze blijven het flatje huren
N000174-fn000425-376.0020-377.8401,N000174,DT,f,read,['1.838125'],['29409'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-376.0020-377.8401.wav'],tot ze een leuk huis hebben gevonden
N000174-fn000425-379.0206-380.9885,N000174,DT,f,read,['1.967875'],['31487'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-379.0206-380.9885.wav'],de beurs is van plan om het bedrijf
N000174-fn000425-380.9885-382.4641,N000174,DT,f,read,['1.475625'],['23609'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-380.9885-382.4641.wav'],in juni negentien vier
N000174-fn000425-382.4641-385.0410,N000174,DT,f,read,['2.576875'],['41231'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-382.4641-385.0410.wav'],en negentig uit de notering te halen
N000174-fn000425-386.8137-388.4195,N000174,DT,f,read,['1.605813'],['25693'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-386.8137-388.4195.wav'],voor de toekomst van jeroen is
N000174-fn000425-388.4195-389.8730,N000174,DT,f,read,['1.4535'],['23256'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-388.4195-389.8730.wav'],door zijn ouders al helemaal
N000174-fn000425-389.8730-391.5399,N000174,DT,f,read,['1.666875'],['26670'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-389.8730-391.5399.wav'],uitgespit gestippeld
N000174-fn000425-39.9486-41.8224,N000174,DT,f,read,['1.87375'],['29981'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-39.9486-41.8224.wav'],bij sommige dingen is dat heel duidelijk
N000174-fn000425-42.2168-44.6680,N000174,DT,f,read,['2.451188'],['39220'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-42.2168-44.6680.wav'],voor groente of fruit kleren en andere niet zo
N000174-fn000425-45.0993-47.0005,N000174,DT,f,read,['1.901188'],['30420'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-45.0993-47.0005.wav'],grote en dure artikelen betaal je
N000174-fn000425-47.0005-48.7323,N000174,DT,f,read,['1.731812'],['27708'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-47.0005-48.7323.wav'],gewoon de prijs de er op staat
N000174-fn000425-48.7323-50.6360,N000174,DT,f,read,['1.903687'],['30460'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-48.7323-50.6360.wav'],of die de verkoper ervoor vraagt
N000174-fn000425-54.4113-55.9103,N000174,DT,f,read,['1.499'],['23984'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-54.4113-55.9103.wav'],dit is niet zo bij spullen die
N000174-fn000425-55.9103-57.6782,N000174,DT,f,read,['1.767875'],['28287'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-55.9103-57.6782.wav'],niet nieuw zijn tweedehands spullen
N000174-fn000425-58.0559-61.0550,N000174,DT,f,read,['2.999125'],['47986'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-58.0559-61.0550.wav'],daarbij is het juist heel normaal als je probeert minder te betalen
N000174-fn000425-61.6372-64.3955,N000174,DT,f,read,['2.758312'],['44133'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-61.6372-64.3955.wav'],ook bij tweedehands auto's is de vraagprijs nooit
N000174-fn000425-64.7428-66.4094,N000174,DT,f,read,['1.666563'],['26666'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-64.7428-66.4094.wav'],de prijs die je er echt voor betaalt
N000174-fn000425-66.4094-67.8088,N000174,DT,f,read,['1.399438'],['22390'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-66.4094-67.8088.wav'],je betaalt altijd minder
N000174-fn000425-68.3922-70.5369,N000174,DT,f,read,['2.144687'],['34315'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-68.3922-70.5369.wav'],ofre je vraagt er nog gratis spullen bij
N000174-fn000425-70.5369-71.7721,N000174,DT,f,read,['1.23525'],['19763'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-70.5369-71.7721.wav'],zoals een cd-speler
N000174-fn000425-75.5754-77.9666,N000174,DT,f,read,['2.39125'],['38259'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-75.5754-77.9666.wav'],post kun je versturen via de brievenbus
N000174-fn000425-78.2355-80.8983,N000174,DT,f,read,['2.662812'],['42604'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-78.2355-80.8983.wav'],als je een brief voor 's avonds zes uur op de bus doet
N000174-fn000425-81.2758-83.6927,N000174,DT,f,read,['2.416875'],['38671'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-81.2758-83.6927.wav'],komt de brief binnen nederland de volgende dag aan
N000174-fn000425-84.6130-86.3554,N000174,DT,f,read,['1.742375'],['27878'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-84.6130-86.3554.wav'],post die niet in de brievenbus past
N000174-fn000425-86.3554-87.8763,N000174,DT,f,read,['1.520937'],['24334'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-86.3554-87.8763.wav'],verstuur je een pakket
N000174-fn000425-87.8763-89.1717,N000174,DT,f,read,['1.295375'],['20727'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-87.8763-89.1717.wav'],verstuur je in een pakket
N000174-fn000425-89.6522-92.0835,N000174,DT,f,read,['2.431313'],['38901'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-89.6522-92.0835.wav'],pakketten zijn er in verschillende soorten en maten
N000174-fn000425-92.4695-94.4513,N000174,DT,f,read,['1.981812'],['31708'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-92.4695-94.4513.wav'],je kunt ze voor allerlei dingen gebruiken
N000174-fn000425-98.4216-100.6436,N000174,DT,f,read,['2.222'],['35552'],['dump/raw/nl_test_read_all_hires/data/format.7/N000174-fn000425-98.4216-100.6436.wav'],een gemeente is een stad of een dorp of een
N000175-fn000428-10.9870-12.4010,N000175,DT,m,read,['1.414'],['22624'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-10.9870-12.4010.wav'],veel nederlanders vieren
N000175-fn000428-100.8077-103.6730,N000175,DT,m,read,['2.865313'],['45845'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-100.8077-103.6730.wav'],pakketten zijn er in verschillende soorten en maten
N000175-fn000428-104.6156-107.5305,N000175,DT,m,read,['2.914875'],['46639'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-104.6156-107.5305.wav'],je kunt ze voor allerlei dingen gebruiken
N000175-fn000428-111.5417-113.8240,N000175,DT,m,read,['2.282312'],['36517'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-111.5417-113.8240.wav'],een gemeente is een stad of dorp
N000175-fn000428-113.8240-115.8954,N000175,DT,m,read,['2.071375'],['33142'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-113.8240-115.8954.wav'],of een paar kleine dorpen samen
N000175-fn000428-116.4660-118.8895,N000175,DT,m,read,['2.4235'],['38776'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-116.4660-118.8895.wav'],ambtenaren van de gemeente
N000175-fn000428-118.8895-121.7424,N000175,DT,m,read,['2.852875'],['45646'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-118.8895-121.7424.wav'],controleren of alle kinderen naar school gaan
N000175-fn000428-12.4010-14.6957,N000175,DT,m,read,['2.294688'],['36715'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-12.4010-14.6957.wav'],elk jaar hun verjaardag en hun trouwdag
N000175-fn000428-122.7595-125.6454,N000175,DT,m,read,['2.885875'],['46174'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-122.7595-125.6454.wav'],de gemeente houdt de stad schoon en zorgt
N000175-fn000428-125.6454-127.9201,N000175,DT,m,read,['2.27475'],['36395'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-125.6454-127.9201.wav'],voor goede straten en fietspaden
N000175-fn000428-128.9620-131.4675,N000175,DT,m,read,['2.5055'],['40089'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-128.9620-131.4675.wav'],ook zorgt de gemeente voor de bomen
N000175-fn000428-131.4675-132.7327,N000175,DT,m,read,['1.265188'],['20243'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-131.4675-132.7327.wav'],en de parken
N000175-fn000428-133.7126-135.0894,N000175,DT,m,read,['1.37675'],['22029'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-133.7126-135.0894.wav'],het is belangrijk
N000175-fn000428-135.0894-137.7114,N000175,DT,m,read,['2.622'],['41952'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-135.0894-137.7114.wav'],dat er voldoende groen is in de stad
N000175-fn000428-140.9329-143.8637,N000175,DT,m,read,['2.930813'],['46893'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-140.9329-143.8637.wav'],voor veel dingen moet je in nederland naar een balie
N000175-fn000428-143.8637-145.2840,N000175,DT,m,read,['1.420313'],['22725'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-143.8637-145.2840.wav'],bijvoorbeeld
N000175-fn000428-145.2840-148.2599,N000175,DT,m,read,['2.975875'],['47614'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-145.2840-148.2599.wav'],naar het gemeentehuis de bank of naar het postkantoor
N000175-fn000428-148.9516-150.6498,N000175,DT,m,read,['1.698187'],['27171'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-148.9516-150.6498.wav'],meestal zijn al die
N000175-fn000428-15.2663-18.0447,N000175,DT,m,read,['2.778375'],['44455'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-15.2663-18.0447.wav'],een verjaardag vieren ze meestal thuis met het gezin
N000175-fn000428-150.6498-152.1898,N000175,DT,m,read,['1.54'],['24640'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-150.6498-152.1898.wav'],och shit
N000175-fn000428-153.7067-156.6710,N000175,DT,m,read,['2.964313'],['47429'],['dump/raw/nl_test_read_all_hires/data/format.7/N000175-fn000428-153.7067-156.6710.wav'],o meestal zijn er al meer mensen
